Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2017,4,0.30,0.10,,,,,0.40,,,,0.70,,,0.40,,0.20,,,,,0.00,0.60,,,0.50,0.50,0.70,0.20,,0.40,,,0.20,0.20,,,,0.30,,,0.20,0.40,,0.70,,,0.30,,
01-12-2017,5,0.20,0.20,,,,,0.40,,,,0.60,,,0.70,,0.20,,,,,0.00,0.60,,,0.30,0.60,0.60,0.30,,0.40,,,0.30,0.20,,,,0.30,,,0.20,0.30,,0.60,,,0.30,,
01-12-2017,6,0.20,0.20,,,0.50,,0.50,,,,0.50,,,0.80,,0.30,,,,,0.00,0.80,,,0.40,0.50,0.70,0.20,,0.50,,,0.50,0.40,,,,0.30,,,0.40,0.40,,0.60,,,0.40,,
01-12-2017,7,0.30,0.20,,,0.90,,0.70,,,,0.50,,,1.00,,0.90,,,,,0.00,1.10,,,0.60,0.80,0.80,0.20,,0.60,,,0.60,0.60,,,,1.10,,,0.70,0.60,,0.80,,,0.40,,
01-12-2017,8,0.40,0.60,,,1.10,,1.00,,,,0.50,,,2.10,,1.50,,,,,0.00,1.20,,,0.80,1.00,1.10,0.30,,1.10,,,1.20,1.30,,,,0.90,,,0.90,0.90,,1.20,,,0.40,,
01-12-2017,9,0.30,1.10,,,0.80,,1.10,,,,0.50,,,2.60,,1.50,,,,,0.20,1.20,,,0.90,0.90,1.10,0.40,,1.40,,,1.00,0.90,,,,1.20,,,1.10,1.10,,1.20,,,0.40,,
01-12-2017,10,0.30,1.30,,,0.80,,1.10,,,,0.40,,,1.70,,1.10,,,,,0.10,1.20,,,1.10,0.90,1.20,0.50,,1.40,,,1.10,1.50,,,,0.90,,,1.30,1.20,,1.10,,,0.50,,
01-12-2017,11,0.30,1.30,,,1.00,,1.10,,,,0.50,,,1.30,,1.00,,,,,0.20,1.20,,,1.20,0.90,1.50,0.60,,1.30,,,0.90,1.50,,,,0.80,,,1.30,1.20,,1.20,,,0.60,,
01-12-2017,12,0.20,1.10,,,0.90,,1.00,,,,0.40,,,1.10,,0.90,,,,,0.40,1.20,,,1.20,0.90,1.20,0.70,0.60,1.20,,,0.90,1.30,,,,0.60,,,1.30,1.00,,1.20,,,0.50,,
01-12-2017,13,0.20,1.00,,,0.60,,0.70,,,,0.30,,,0.70,,0.90,,,,,0.40,1.00,,0.40,1.10,0.80,0.90,0.60,0.20,1.00,,,0.60,1.20,,,,0.60,,,1.00,0.80,,,,,0.30,,
01-12-2017,14,0.10,0.90,,,0.50,,0.70,,,,0.30,,,0.70,,0.70,,,0.60,,0.40,1.00,,0.40,1.10,1.00,0.80,0.50,0.50,0.90,,,0.50,0.80,,,,0.50,,,0.90,0.60,,0.40,,,0.40,,
01-12-2017,15,0.10,0.80,,,0.30,,0.80,,,,0.30,,,0.70,,0.40,,,0.60,,0.60,1.30,,0.40,0.50,1.10,0.70,0.50,0.60,0.80,,,0.40,0.90,,,,0.40,,,0.60,0.60,,0.30,,,0.40,,
01-12-2017,16,0.10,0.70,,,0.30,,0.80,,,,0.30,,,0.50,,0.30,,,0.50,,0.70,,,0.30,0.20,0.80,0.50,0.40,0.30,0.90,,,0.40,0.70,,,,0.30,,,0.50,0.50,,0.40,,,0.30,,
01-12-2017,17,0.20,0.70,,,0.30,,0.60,,,,0.30,,,0.30,,0.30,,,0.50,,,0.90,,0.40,0.30,0.70,0.50,0.40,0.30,0.60,,,0.50,0.50,,,,0.50,,,0.60,0.50,,0.50,,,0.30,0.40,
01-12-2017,18,0.30,0.60,,,0.40,,0.60,,,,0.30,,,0.40,,0.50,,,0.40,,,1.10,,0.70,0.90,1.30,0.50,0.60,0.80,0.70,,,0.80,0.50,,,,0.60,,,0.80,0.50,,0.40,,,0.40,0.60,
01-12-2017,19,0.50,0.40,,,0.70,,1.10,,,,0.60,,,0.70,,0.70,,,0.90,,0.40,1.50,,0.80,0.80,2.20,0.80,0.80,2.20,1.20,,,0.90,1.20,,,,0.80,,,1.00,0.70,,1.40,,,0.70,0.40,
01-12-2017,20,0.40,0.30,,,0.40,,0.70,,,,0.90,,,2.00,,0.70,,,0.60,,0.30,1.30,,1.00,0.40,1.60,0.70,0.70,1.30,1.10,,,0.70,1.30,,,,0.90,,,0.90,0.90,,1.40,,,0.70,0.40,
01-12-2017,21,0.30,0.50,,,0.40,,0.80,,,,0.80,,,1.00,,0.40,,,0.50,,0.30,1.30,,0.80,1.10,1.40,0.90,0.70,1.30,1.00,,,0.60,0.90,,,,1.00,,,1.00,1.20,,1.80,,,0.60,0.60,
01-12-2017,22,0.20,0.30,,,0.30,,0.80,,,,1.00,,,0.50,,0.40,,,0.40,,0.30,1.10,,0.70,1.20,1.20,0.60,0.50,1.20,1.00,,,0.70,0.80,,,,1.50,,,1.00,0.80,,1.90,,,0.70,0.30,
01-12-2017,23,0.30,0.20,,,0.40,,0.50,,,,1.10,,,0.50,,0.40,,,0.60,,0.20,1.00,,0.70,0.40,1.00,0.40,0.60,1.20,0.90,,,0.80,0.70,,,,2.30,,,0.70,0.90,,1.30,,,0.60,0.90,
01-12-2017,24,0.30,0.20,,,0.30,,0.40,,,,1.70,,,0.70,,0.50,,,0.30,,0.20,0.70,,0.60,0.40,0.80,0.50,0.40,0.80,0.80,,,0.60,0.60,,,,1.50,,,0.60,1.00,,0.60,,,0.60,0.90,
02-12-2017,1,0.30,0.30,,,0.30,,0.30,,,,0.60,,,1.00,,0.30,,,0.30,,0.20,0.60,,0.70,0.70,0.60,0.40,0.40,0.60,0.50,,,0.70,0.50,,,,1.20,,,0.40,0.60,,1.20,,,0.60,0.90,
02-12-2017,2,0.30,0.30,,,0.30,,0.40,,,,1.40,,,0.90,,0.40,,,0.20,,0.20,0.60,,0.60,0.20,0.50,0.50,0.40,0.30,0.50,,,0.70,0.30,,,,0.90,,,0.30,0.40,,1.00,,,0.30,0.70,
02-12-2017,3,0.20,0.30,,,0.20,,0.40,,,,0.90,,,0.40,,0.50,,,0.20,,0.20,0.70,,0.50,0.50,0.60,0.60,0.40,0.20,0.50,,,0.40,0.30,,,,0.70,,,0.30,0.50,,1.00,,,0.30,0.60,
02-12-2017,4,0.30,0.40,,,0.20,,0.40,,,,0.60,,,0.40,,0.30,,,0.30,,0.20,0.60,,0.30,0.40,0.50,0.80,0.30,0.20,0.60,,,0.40,0.30,,,,0.50,,,0.30,0.40,,0.80,,,0.30,0.60,
02-12-2017,5,0.40,0.40,,,0.50,,0.50,,,,0.70,,,0.40,,0.40,,,0.40,,0.20,0.70,,0.40,0.40,0.50,0.90,0.20,0.20,0.70,,,0.40,0.30,,,,0.40,,,0.40,0.30,,0.70,,,0.30,0.50,
02-12-2017,6,0.30,0.40,,,0.70,,0.60,,,,0.50,,,0.70,,0.50,,,0.40,,0.20,0.70,,0.70,0.70,0.60,1.10,0.20,0.20,0.60,,,0.50,0.30,,,,0.80,,,0.50,0.50,,0.60,,,0.30,0.90,
02-12-2017,7,0.30,0.40,,,0.90,,0.60,,,,0.70,,,0.90,,0.70,,,0.50,,0.10,0.80,,0.80,1.20,0.60,1.30,0.20,0.30,0.60,,,0.40,0.40,,,,1.10,,,0.90,0.50,,0.70,,,0.30,0.80,
02-12-2017,8,0.40,0.50,,,1.60,,0.80,,,,1.10,,,1.20,,1.40,,,0.60,,0.10,0.90,,0.80,1.70,0.80,1.20,0.20,0.40,1.00,,,0.60,0.90,,,,0.80,,,1.00,0.80,,0.90,,,0.40,0.90,
02-12-2017,9,0.60,0.70,,,1.40,,0.80,,,,1.00,,,1.70,,1.50,,,0.70,,0.20,0.90,,0.80,1.20,0.90,1.20,0.40,0.50,1.00,,,0.70,0.80,,,,0.70,,,1.40,1.10,,1.00,,,0.60,1.30,
02-12-2017,10,0.70,0.90,,,1.10,,1.00,,,,0.50,,,0.80,,1.40,,,0.80,,0.20,1.20,,1.00,1.10,1.00,1.10,0.40,0.70,0.80,,,0.90,0.80,,,,1.00,,,1.30,1.10,,0.90,,,0.60,1.40,
02-12-2017,11,0.50,0.80,,,1.30,,1.00,,,,0.50,,,0.90,,1.10,,,0.90,,0.30,1.10,,1.20,1.20,1.00,1.00,0.50,0.70,0.90,,,1.00,1.00,,,,0.70,,,1.60,1.10,,0.80,,,0.60,1.20,
