Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
12-07-2011,7,0.80,,,,,1.00,,,1.10,2.60,,,,0.30,,,1.20,,0.90,1.30,1.70,,0.50,,1.10,,,1.9,,0.80,,,0.40,,,,2.10,,1.10,1.40,
12-07-2011,8,0.60,,,,,1.00,,,1.00,1.90,,,,0.20,,,1.40,,0.80,0.80,1.60,,0.50,,1.00,,,1.2,,1.10,,,0.40,,,,2.10,,0.50,1.10,
12-07-2011,9,0.40,,,,,0.80,,,1.10,1.30,,,,0.10,,,1.10,,0.70,1.10,1.30,,0.50,,0.80,,1.4,1.0,,0.90,,,0.60,,,,1.50,,0.40,0.80,
12-07-2011,10,0.30,,,,,0.70,,,0.60,1.10,,,,0.40,,,1.00,,0.40,1.60,1.20,,0.40,,0.70,,1.2,0.7,,0.70,,,0.60,,,,1.20,,0.30,0.70,
12-07-2011,11,0.40,,,,,0.50,,,0.40,0.90,,,,,,,0.70,,0.20,1.30,0.90,,0.40,,0.50,,1.1,0.5,,0.60,,,0.60,,,,0.80,,0.30,0.90,
12-07-2011,12,0.30,,,,,0.50,,,0.20,0.80,,,,,,,0.90,,0.20,0.70,1.00,,0.40,,0.40,,1.0,0.5,,0.40,,,0.50,,,,1.00,,0.30,0.60,
12-07-2011,13,0.30,,,,,0.70,,,0.20,0.60,,,,,,,1.10,,0.20,0.60,1.10,,0.50,,0.40,,0.9,0.6,,0.40,,,0.40,,,,0.90,,0.30,0.30,
12-07-2011,14,0.30,,,,,0.50,,,0.20,0.60,,,,,,,1.00,,0.20,0.50,0.70,,0.70,,0.30,,0.6,0.6,,0.40,,,0.20,,,,0.90,,0.20,0.30,
12-07-2011,15,0.40,,,,,0.40,,,0.30,0.50,,,,,,,0.90,,0.20,0.30,0.50,,0.80,,0.30,,0.5,0.8,,0.20,,,0.30,,,,0.80,,0.20,0.30,
12-07-2011,16,0.40,,,,,0.40,,,0.20,0.50,,,,,,,1.10,,0.20,0.20,0.60,,0.60,,0.40,,0.6,0.4,,0.20,,,0.20,,,,0.50,,0.30,0.40,
12-07-2011,17,0.50,,,,,0.70,,,0.30,0.60,,,,0.50,,,1.20,,0.50,0.40,0.80,,0.50,,0.70,,,0.4,,0.20,,,0.50,,,,0.70,,0.30,0.20,
12-07-2011,18,0.60,,,,,1.00,,,0.30,0.50,,,,0.40,,,1.00,,0.60,1.10,1.50,,0.40,,0.60,,,0.7,,0.20,,,0.50,,,,0.70,,0.40,0.90,
12-07-2011,19,0.50,,,,,0.80,,,0.30,0.60,,,,0.50,,,1.00,,0.50,0.70,1.60,,0.50,,0.50,,1.2,0.7,,0.60,,,0.40,,,,1.10,,0.50,0.40,
12-07-2011,20,0.40,,,,,0.60,,,0.30,0.50,,,,0.00,,,1.00,,0.50,0.40,1.30,,0.70,,0.60,,0.8,1.2,,0.60,,,0.30,,,,1.30,,0.60,0.40,
12-07-2011,21,,,,,,0.50,,,0.60,0.80,,,,0.00,,,1.20,,0.40,0.60,1.10,,0.60,,0.60,,0.8,0.8,,,,,0.40,,,,1.70,,,0.50,
12-07-2011,22,0.40,,,,,0.50,,,0.30,0.90,,,,0.00,,,1.10,,0.30,0.60,1.30,,0.40,,0.60,,1.1,0.5,,,,,0.50,,,,1.30,,0.50,0.40,
12-07-2011,23,0.30,,,,,0.50,,,0.70,0.80,,,,0.00,,,1.10,,0.20,0.30,1.30,,0.50,,0.30,,0.8,0.7,,,,,0.30,,,,0.90,,0.40,0.10,
12-07-2011,24,0.20,,,,,0.40,,,0.80,0.70,,,,0.00,,,0.70,,0.30,0.20,0.90,,0.40,,0.50,,0.6,0.5,,,,,0.10,,,,0.70,,0.30,0.20,
13-07-2011,1,0.30,,,,,0.20,,,0.50,0.40,,,,0.00,,,0.60,,0.10,0.20,0.60,,0.30,,0.10,,0.6,0.7,,0.30,,,0.00,,,,0.80,,0.20,0.00,
13-07-2011,2,0.40,,,,,0.10,,,0.40,0.30,,,,0.00,,,0.40,,0.10,0.20,0.40,,,,0.10,,0.4,0.7,,0.30,,,0.00,,,,0.70,,0.20,0.00,
13-07-2011,3,0.40,,,,,0.00,,,0.30,0.30,,,,0.00,,,0.30,,0.00,0.20,0.30,,,,0.20,,0.4,0.2,,0.30,,,0.00,,,,0.60,,0.20,0.00,
13-07-2011,4,0.40,,,,,0.00,,,0.30,0.30,,,,0.00,,,0.30,,0.10,0.20,0.40,,0.20,,0.20,,0.4,0.2,,0.30,,,0.00,,,,0.60,,0.20,0.30,
13-07-2011,5,0.40,,,,,0.20,,,0.20,0.40,,,,0.00,,,0.40,,0.50,0.40,0.60,,0.20,,0.50,,0.5,0.3,,0.30,,,0.00,,,,0.70,,0.30,0.80,
13-07-2011,6,0.50,,,,,0.80,,,0.20,0.60,,,,0.20,,,0.90,,0.50,0.40,1.10,,0.30,,0.90,,0.8,1.0,,0.40,,,0.40,,,,1.40,,0.30,1.10,
13-07-2011,7,0.50,,,,,1.20,,,0.40,0.70,,,,1.00,,,1.40,,,1.50,1.40,,0.50,,1.00,,1.3,1.4,,0.60,,,0.90,,,,1.60,,0.40,1.20,
13-07-2011,8,0.80,,,,,,,,0.70,1.20,,,,0.20,,,,,,1.10,1.60,,0.60,,,,1.4,1.5,,0.90,,,1.00,,,,1.90,,0.40,1.20,
13-07-2011,9,0.70,,,,,0.60,,,0.50,1.00,,,,0.10,,,1.30,,,1.10,1.40,,0.60,,0.80,,1.1,1.0,,1.10,,,0.60,,,,1.50,,0.30,1.00,
13-07-2011,10,0.60,,,,,0.60,,,0.30,0.90,,,,0.00,,,1.00,,,0.70,1.10,,0.50,,0.50,,0.9,1.1,,,,,0.30,,,,1.20,,0.30,0.80,
13-07-2011,11,0.50,,,,,0.50,,,0.30,0.70,,,,0.10,,,0.90,,,0.50,0.90,,0.40,,0.40,,0.7,1.0,,,,,0.30,,,,1.20,,0.30,0.40,
13-07-2011,12,0.30,,,,,0.40,,,0.20,1.00,,,,,,,0.90,,,0.60,0.90,,0.40,,0.40,,0.6,0.9,,,,,0.30,,,,1.00,,0.20,0.40,
13-07-2011,13,0.20,,,,,0.40,,,0.20,1.10,,,,0.10,,,1.00,,,0.50,0.70,,0.50,,0.30,,0.5,0.7,,,,,,,,,0.90,,0.20,0.20,
13-07-2011,14,0.30,,,,,0.30,,,0.30,0.80,,,,0.10,,,0.80,,,0.60,0.60,,0.40,,,,0.4,0.6,,,,,0.10,,,,0.60,,0.20,0.20,
13-07-2011,15,0.40,,,,,0.30,,,0.20,1.00,,,,0.30,,,1.10,,,0.20,0.70,,0.40,,,,0.5,0.5,,,,,0.10,,,,0.60,,0.30,0.30,
13-07-2011,16,0.40,,,,,0.40,,,0.20,0.60,,,,,,,1.10,,,0.20,0.70,,0.50,,0.50,,0.6,0.7,,,,,0.30,,,,0.50,,0.40,0.30,
13-07-2011,17,0.40,,,,,0.40,,,0.20,0.60,,,,0.40,,,0.90,,,0.20,1.00,,0.40,,0.50,,0.6,0.7,,,,,0.40,,,,0.80,,0.30,0.40,
13-07-2011,18,0.60,,,,,0.50,,,0.20,0.50,,,,0.60,,,1.30,,,0.40,0.80,,0.50,,0.60,,0.6,0.8,,,,,0.40,,,,0.60,,0.40,0.50,
13-07-2011,19,0.60,,,,,0.80,,,0.30,0.50,,,,0.50,,,1.10,,,0.40,0.90,,0.60,,0.70,,0.6,0.8,,,,,0.40,,,,0.70,,0.40,0.50,
13-07-2011,20,0.60,,,,,0.60,,,0.20,0.80,,,,0.40,,,,,,0.40,1.00,,0.60,,0.70,,0.7,1.1,,,,,,,,,0.70,,0.50,0.40,
13-07-2011,21,0.50,,,,,0.50,,,0.30,0.90,,,,0.20,,,1.10,,0.70,1.20,0.80,,0.70,,0.60,,0.7,0.9,,,,,0.30,,,,0.70,,0.40,0.50,
13-07-2011,22,0.80,,,,,0.60,,,0.40,0.70,,,,0.10,,,1.40,,0.60,0.40,1.00,,0.60,,0.70,,0.9,0.9,,,,,0.10,,,,0.90,,0.40,0.40,
13-07-2011,23,0.60,,,,,0.40,,,0.60,0.90,,,,0.00,,,1.40,,0.60,0.50,1.00,,0.40,,0.50,,0.9,0.8,,,,,0.10,,,,1.20,,0.50,0.60,
13-07-2011,24,0.70,,,,,0.20,,,0.40,0.90,,,,0.30,,,0.90,,0.60,0.20,0.60,,0.50,,0.50,,0.7,0.5,,,,,0.00,,,,1.30,,0.60,0.60,
14-07-2011,1,0.70,,,,,0.20,,,0.50,0.50,,,,0.20,,,0.60,,0.70,0.10,0.50,,,,0.50,,0.6,0.5,,,,,0.00,,,,0.90,,0.50,0.10,
14-07-2011,2,0.70,,,,,0.20,,,0.40,0.40,,,,0.20,,,0.60,,0.50,0.20,0.50,,,,0.40,,0.5,0.6,,,,,0.00,,,,0.80,,0.40,0.10,
14-07-2011,3,0.60,,,,,0.20,,,0.40,0.20,,,,0.20,,,0.50,,0.30,0.10,0.60,,0.50,,0.30,,0.6,0.6,,,,,0.00,,,,0.70,,0.20,,
14-07-2011,4,0.60,,,,,0.20,,,0.60,0.20,,,,0.10,,,0.70,,0.30,0.10,0.60,,0.50,,0.30,,0.8,0.7,,,,,0.00,,,,0.70,,0.10,0.30,
14-07-2011,5,0.60,,,,,0.20,,,0.50,0.30,,,,0.10,,,1.40,,,0.10,1.00,,0.50,,0.50,,0.9,0.5,,,,,0.00,,,,0.90,,0.20,0.90,
14-07-2011,6,0.50,,,,,0.60,,,0.50,0.60,,,,0.30,,,1.90,,0.80,0.20,1.30,,0.50,,0.70,,0.9,0.8,,,,,0.30,,,,1.10,,0.50,1.00,
14-07-2011,7,0.70,,,,,0.80,,,0.50,1.30,,,,0.60,,,1.60,,0.80,0.80,,,0.50,,1.20,,1.1,0.8,,,,,1.00,,,,1.30,,0.70,1.20,
14-07-2011,8,0.80,,,,,,,,0.60,0.90,,,,0.50,,,2.50,,1.10,1.20,2.00,,0.60,,1.70,,1.3,1.4,,,,,1.10,,,,1.50,,0.80,1.00,
14-07-2011,9,0.70,,,,,,,,0.70,0.60,,,,0.40,,,1.80,,0.90,0.70,2.30,,0.50,,1.20,,1.0,1.2,,,,,0.90,,,,1.90,,0.50,0.90,
14-07-2011,10,0.50,,,,,,,,0.50,0.50,,,,0.70,,,1.70,,0.70,0.80,2.60,,0.60,,0.90,,1.1,1.1,,,,,1.20,,,,1.80,,0.50,,
14-07-2011,11,0.30,,,,,,,,0.30,0.60,,,,1.00,,,2.00,,0.40,0.70,2.30,,0.50,,0.70,,0.9,1.2,,,,,0.70,,,,1.50,,0.40,,
14-07-2011,12,0.30,,,,,,,,0.30,1.00,,,,0.90,,,1.40,,0.30,0.80,2.20,,0.50,,0.40,,1.4,0.9,,,,,0.60,,,,1.30,,0.30,,
14-07-2011,13,0.20,,,,,0.80,,,0.10,1.00,,,,0.60,,,1.20,,0.40,0.50,1.60,,0.40,,0.40,,1.4,1.0,,,,,0.50,,,,1.30,,0.30,,
14-07-2011,14,0.30,,,,,0.60,,,0.30,1.10,,,,0.40,,,1.30,,0.30,0.60,1.20,,0.70,,0.50,,0.9,1.0,,,,,0.20,,,,1.30,,0.30,,
14-07-2011,15,0.40,,,,,0.60,,,0.20,0.90,,,,0.50,,,1.70,,0.30,0.80,1.10,,0.60,,0.40,,0.6,1.2,,,,,0.20,,,,1.30,,0.30,,
14-07-2011,16,0.70,,,,,0.90,,,0.30,0.70,,,,0.40,,,1.80,,0.40,0.60,1.40,,1.00,,0.60,,0.5,1.2,,,,,0.40,,,,1.30,,0.30,,
14-07-2011,17,0.70,,,,,1.00,,,0.30,0.70,,,,0.60,,,1.40,,0.40,0.60,2.20,,1.00,,0.40,,0.7,1.9,,,,,0.30,,,,1.10,,0.40,0.50,
14-07-2011,18,0.70,,,,,1.10,,,0.40,1.20,,,,0.80,,,1.30,,0.60,1.20,2.10,,0.70,,0.50,,1.4,2.1,,,,,0.50,,,,2.00,,0.30,0.90,
14-07-2011,19,0.70,,,,,1.60,,,0.40,1.10,,,,0.10,,,2.00,,0.80,0.90,2.50,,0.70,,0.80,,1.3,2.2,,,,,0.40,,,,2.20,,0.50,1.60,
14-07-2011,20,0.80,,,,,1.60,,,0.40,0.90,,,,0.60,,,2.10,,0.90,0.80,2.00,,0.70,,0.60,,1.2,2.5,,,,,0.20,,,,2.30,,0.50,0.70,
14-07-2011,21,0.70,,,,,0.90,,,0.40,1.40,,,,0.10,,,1.30,,0.80,0.70,1.30,,0.60,,0.70,,0.9,1.7,,,,,0.40,,,,1.30,,0.90,0.50,
14-07-2011,22,0.30,,,,,1.00,,,0.30,0.60,,,,0.10,,,1.60,,0.80,0.20,1.20,,0.60,,0.80,,0.9,0.9,,,,,0.40,,,,1.20,,0.80,0.70,
14-07-2011,23,0.20,,,,,1.00,,,0.20,0.40,,,,0.20,,,1.10,,0.40,0.20,1.00,,0.50,,0.50,,1.0,1.2,,,,,0.30,,,,1.00,,0.60,0.50,
14-07-2011,24,0.10,,,,,1.00,,,0.20,0.30,,,,0.30,,,0.90,,0.40,0.90,1.30,,0.40,,0.30,,0.8,1.0,,,,,0.30,,,,0.90,,0.30,0.50,
15-07-2011,1,0.00,,,,,0.80,,,0.20,0.20,,,,0.00,,,1.00,,0.10,0.30,1.20,,0.30,,0.20,,1.1,1.0,,,,,0.00,,,,1.20,,0.20,0.40,
15-07-2011,2,0.10,,,,,0.40,,,0.20,0.10,,,,0.00,,,1.20,,0.10,0.10,1.20,,0.20,,0.20,,1.0,1.2,,,,,0.00,,,,0.90,,0.20,0.30,
15-07-2011,3,0.30,,,,,0.30,,,0.20,0.10,,,,0.00,,,0.80,,0.10,0.20,0.80,,0.40,,0.10,,0.4,1.1,,,,,0.00,,,,0.60,,0.20,0.20,
15-07-2011,4,0.50,,,,,0.30,,,0.20,0.20,,,,0.00,,,0.70,,0.20,0.20,0.50,,0.40,,0.10,,0.3,1.0,,,,,0.00,,,,0.50,,0.20,0.40,
15-07-2011,5,0.50,,,,,0.50,,,0.20,0.50,,,,0.20,,,0.70,,0.50,0.60,0.60,,0.50,,0.40,,0.4,0.6,,,,,0.10,,,,0.80,,0.30,0.70,
15-07-2011,6,0.80,,,,,1.20,,,0.30,0.90,,,,0.50,,,1.50,,0.70,0.90,0.90,,0.50,,0.90,,0.9,0.9,,,,,0.30,,,,1.60,,0.60,1.10,
15-07-2011,7,1.00,,,,,1.40,,,0.50,1.60,,,,0.80,,,2.30,,1.40,2.10,1.50,,0.70,,1.50,,1.9,1.3,,,,,0.70,,,,2.00,,0.80,2.30,
15-07-2011,8,0.90,,,,,1.50,,,0.30,1.70,,,,0.70,,,1.60,,1.10,1.50,1.50,,0.90,,1.30,,1.4,1.6,,,,,0.80,,,,2.20,,0.50,1.20,
15-07-2011,9,0.80,,,,,0.90,,,0.30,1.20,,,,0.50,,,1.70,,0.60,0.70,1.80,,1.00,,0.80,,1.3,1.7,,,,,0.40,,,,2.00,,0.30,1.00,
15-07-2011,10,0.60,,,,,0.70,,,0.40,1.40,,,,0.00,,,,,0.30,0.80,1.20,,0.70,,0.60,,1.2,1.8,,,,,0.40,,,,1.50,,0.40,1.10,
15-07-2011,11,0.70,,,,,0.60,,,0.30,1.10,,,,0.20,,,,,0.30,1.10,1.40,,0.80,,0.40,,0.7,1.7,,,,,0.40,,,,1.00,,0.40,0.80,
15-07-2011,12,0.60,,,,,0.60,,,0.20,1.10,,,,0.20,,,,,0.30,0.60,1.20,,0.80,,0.40,,0.8,1.4,,,,,0.30,,,,1.10,,0.30,0.60,
15-07-2011,13,0.50,,,,,0.60,,,0.20,1.00,,,,0.30,,,1.00,,0.20,0.50,1.10,,0.60,,0.30,,0.7,1.2,,,,,0.40,,,,0.90,,0.30,0.60,
15-07-2011,14,0.60,,,,,0.70,,,0.20,0.90,,,,0.30,,,1.20,,0.20,0.60,1.00,,0.70,,0.30,,0.6,0.9,,,,,0.40,,,,0.80,,0.20,0.60,
15-07-2011,15,0.60,,,,,0.70,,,0.20,0.80,,,,0.10,,,0.90,,0.10,0.60,0.60,,0.60,,0.30,,0.4,0.7,,,,,0.10,,,,0.80,,0.20,0.40,
15-07-2011,16,0.60,,,,,0.60,,,0.30,0.60,,,,0.00,,,1.10,,0.40,0.10,0.50,,0.40,,0.40,,0.4,0.7,,,,,0.10,,,,0.70,,0.40,0.30,
15-07-2011,17,0.60,,,,,0.60,,,0.30,1.00,,,,0.00,,,0.90,,0.50,0.10,0.70,,0.40,,0.40,,0.5,0.6,,,,,0.30,,,,0.70,,0.50,0.30,
15-07-2011,18,0.60,,,,,0.70,,,0.40,0.80,,,,0.10,,,1.00,,0.40,0.10,0.70,,0.50,,0.40,,0.6,1.2,,,,,0.40,,,,0.70,,0.40,0.40,
15-07-2011,19,0.50,,,,,0.60,,,0.70,0.90,,,,0.10,,,1.50,,,0.10,1.00,,1.10,,0.70,,0.6,2.5,,,,,0.20,,,,1.30,,0.40,0.60,
15-07-2011,20,0.60,,,,,0.70,,,0.40,1.00,,,,0.20,,,1.80,,,0.20,0.80,,,,0.60,,0.5,2.5,,,,,0.20,,,,2.00,,0.40,0.50,
15-07-2011,21,0.50,,,,,0.60,,,0.60,0.60,,,,0.30,,,1.10,,,0.30,0.60,,0.90,,0.70,,0.5,2.2,,,,,0.20,,,,1.10,,0.40,0.50,
15-07-2011,22,0.40,,,,,0.60,,,0.40,1.10,,,,0.10,,,0.90,,,0.20,0.70,,0.40,,0.80,,0.6,1.4,,,,,0.10,,,,0.90,,0.40,0.50,
15-07-2011,23,0.40,,,,,0.50,,,0.40,0.70,,,,0.20,,,1.40,,,0.10,0.90,,0.50,,0.60,,1.0,1.9,,,,,0.10,,,,1.40,,0.30,0.60,
15-07-2011,24,0.40,,,,,0.80,,,0.60,0.80,,,,0.10,,,1.10,,,0.40,1.20,,0.50,,0.30,,1.1,1.8,,,,,0.20,,,,1.30,,0.30,0.50,
16-07-2011,1,0.30,,,,,0.70,,,0.90,1.10,,,,0.00,,,1.20,,,0.20,1.20,,0.50,,0.30,,0.9,1.3,,,,,0.10,,,,1.10,,0.20,0.40,
16-07-2011,2,0.10,,,,,0.50,,,0.80,1.20,,,,,,,0.70,,0.20,0.00,0.70,,0.40,,0.20,,0.7,1.2,,,,,0.00,,,,1.10,,0.20,0.20,
16-07-2011,3,0.10,,,,,0.30,,,0.50,0.80,,,,0.00,,,0.70,,0.10,0.00,0.60,,0.20,,0.20,,0.4,0.7,,,,,0.00,,,,0.80,,0.20,0.10,
16-07-2011,4,0.10,,,,,0.20,,,0.70,0.80,,,,,,,0.40,,0.10,0.00,0.40,,0.30,,0.10,,0.3,0.6,,0.30,,,0.00,,,,0.50,,0.20,0.20,
16-07-2011,5,0.20,,,,,0.30,,,0.80,0.80,,,,,,,0.50,,0.30,0.20,0.70,,0.20,,0.30,,0.4,0.5,,0.40,,,0.00,,,,0.90,,0.30,0.70,
16-07-2011,6,0.20,,,,,0.50,,,0.50,1.00,,,,0.00,,,0.70,,0.40,0.70,1.30,,0.30,,0.50,,0.6,0.8,,0.50,,,0.10,,,,1.30,,0.30,2.00,
16-07-2011,7,0.40,,,,,0.80,,,0.30,1.40,,,,0.00,,,0.90,,0.50,1.20,1.40,,0.40,,0.50,,0.7,0.9,,0.60,,,0.50,,,,1.90,,0.70,1.20,
16-07-2011,8,0.50,,,,,0.90,,,0.50,1.50,,,,0.20,,,1.10,,0.70,1.10,1.40,,0.40,,0.80,,1.2,1.2,,0.80,,,0.70,,,,1.70,,0.60,0.70,
16-07-2011,9,0.40,,,,,0.80,,,0.40,1.30,,,,0.10,,,1.00,,0.70,1.10,1.50,,0.40,,1.00,,1.0,1.0,,0.80,,,0.50,,,,1.20,,0.50,0.90,
16-07-2011,10,0.20,,,,,0.60,,,0.50,1.30,,,,0.20,,,0.90,,0.60,0.40,1.00,,0.40,,,,0.8,1.1,,0.80,,,0.40,,,,0.90,,0.40,0.90,
16-07-2011,11,0.40,,,,,0.60,,,0.40,1.30,,,,0.20,,,1.10,,0.10,0.50,1.10,,0.40,,0.60,,0.7,1.1,,0.90,,,0.50,,,,1.20,,0.40,0.70,
16-07-2011,12,0.50,,,,,0.70,,,0.20,1.00,,,,0.10,,,1.00,,0.30,0.50,0.90,,0.60,,0.50,,0.5,1.6,,1.10,,,0.30,,,,0.60,,0.40,0.40,
16-07-2011,13,0.40,,,,,0.50,,,0.20,0.60,,,,0.00,,,0.80,,0.50,1.20,1.10,,0.70,,0.50,,0.5,1.5,,1.00,,,,,,,0.80,,0.30,0.60,
16-07-2011,14,0.40,,,,,0.60,,,0.30,0.70,,,,0.10,,,1.00,,0.40,0.50,1.20,,0.60,,0.50,,0.7,1.1,,0.90,,,0.40,,,,1.10,,0.30,0.50,
16-07-2011,15,0.40,,,,,0.50,,,0.40,1.00,,,,0.10,,,1.10,,0.30,0.60,1.00,,0.60,,0.40,,0.5,0.9,,1.00,,,0.20,,,,1.20,,0.30,0.30,
16-07-2011,16,0.30,,,,,0.50,,,0.20,1.10,,,,0.00,,,0.90,,0.10,0.80,1.10,,0.50,,0.40,,0.5,1.0,,0.90,,,0.00,,,,0.90,,0.30,0.40,
16-07-2011,17,0.30,,,,,0.60,,,0.50,0.90,,,,0.00,,,0.90,,0.10,0.10,0.60,,0.40,,0.40,,0.4,0.9,,0.80,,,0.20,,,,0.80,,0.30,0.40,
16-07-2011,18,0.50,,,,,0.50,,,0.30,0.70,,,,0.00,,,1.10,,0.10,0.30,0.60,,0.50,,0.60,,0.4,1.0,,0.90,,,0.00,,,,0.70,,0.30,0.40,
16-07-2011,19,0.50,,,,,0.50,,,0.20,0.60,,,,0.00,,,0.90,,0.10,0.30,0.50,,0.50,,0.60,,0.3,1.0,,0.90,,,0.20,,,,0.50,,0.30,0.40,
16-07-2011,20,0.50,,,,,0.40,,,0.20,0.40,,,,0.20,,,0.70,,0.10,0.20,0.50,,0.50,,0.50,,0.4,0.9,,1.00,,,0.10,,,,0.60,,0.40,0.60,
16-07-2011,21,0.50,,,,,0.50,,,0.20,0.30,,,,0.20,,,0.90,,0.20,0.20,0.60,,0.50,,0.40,,0.5,0.9,,0.50,,,0.10,,,,0.70,,0.40,0.60,
16-07-2011,22,0.50,,,,,0.50,,,0.20,0.40,,,,0.10,,,0.70,,0.50,0.20,0.60,,0.50,,0.30,,0.4,1.0,,0.70,,,0.00,,,,0.60,,0.30,0.40,
16-07-2011,23,0.60,,,,,0.30,,,0.20,0.30,,,,0.00,,,0.60,,0.70,0.10,0.50,,0.40,,0.30,,0.4,0.9,,0.60,,,0.00,,,,0.50,,0.30,0.20,
16-07-2011,24,0.60,,,,,0.30,,,0.20,0.60,,,,0.00,,,0.40,,0.40,0.00,0.30,,0.30,,0.30,,0.3,0.5,,0.50,,,0.00,,,,0.50,,0.30,0.10,
17-07-2011,1,0.50,,,,,0.30,,,0.20,0.40,,,,,,,0.60,,0.20,0.00,0.40,,0.30,,0.20,,0.3,0.5,,0.40,,,0.00,,,,0.30,,0.30,0.10,
17-07-2011,2,0.50,,,,,0.20,,,0.20,0.30,,,,,,,0.40,,0.10,0.00,0.30,,0.20,,0.20,,0.3,0.4,,0.40,,,0.00,,,,0.40,,0.20,0.10,
17-07-2011,3,0.50,,,,,0.30,,,0.30,0.40,,,,,,,0.40,,0.20,0.00,0.40,,0.20,,0.10,,0.3,0.4,,0.30,,,0.00,,,,0.40,,0.20,0.10,
17-07-2011,4,0.50,,,,,0.30,,,0.20,,,,,,,,0.40,,0.20,0.00,0.40,,0.20,,0.10,,0.3,0.4,,0.40,,,0.00,,,,0.50,,0.20,0.10,
17-07-2011,5,0.50,,,,,0.30,,,0.30,0.40,,,,,,,0.50,,0.30,0.00,0.60,,0.20,,0.20,,0.4,0.4,,0.40,,,0.00,,,,0.60,,0.20,0.20,
17-07-2011,6,,,,,,0.30,,,0.30,0.50,,,,0.00,,,0.50,,0.30,0.40,0.80,,0.20,,0.20,,0.5,0.4,,0.40,,,0.00,,,,0.90,,0.20,0.20,
17-07-2011,7,,,,,,0.40,,,0.50,0.70,,,,0.00,,,0.70,,0.30,0.20,1.10,,0.30,,0.30,,0.4,0.8,,0.50,,,0.00,,,,0.90,,0.30,0.30,
17-07-2011,8,,,,,,0.50,,,0.50,0.70,,,,0.10,,,1.00,,0.50,0.20,0.70,,0.40,,0.40,,0.5,0.9,,0.60,,,0.10,,,,0.80,,0.40,0.50,
17-07-2011,9,,,,,,0.60,,,0.60,0.70,,,,0.30,,,0.80,,0.60,0.10,0.70,,0.40,,0.50,,0.5,0.9,,0.60,,,0.10,,,,0.60,,0.40,0.30,
17-07-2011,10,,,,,,0.60,,,0.70,0.60,,,,0.20,,,0.70,,0.50,0.30,0.50,,0.40,,0.50,,0.4,1.1,,0.70,,,0.10,,,,0.50,,0.40,0.40,
17-07-2011,11,,,,,,0.60,,,0.50,0.50,,,,0.20,,,0.90,,0.30,0.20,0.50,,0.50,,0.50,,0.5,1.4,,0.80,,,0.10,,,,0.70,,0.30,0.50,
17-07-2011,12,,,,,,0.50,,,0.40,0.80,,,,0.20,,,0.80,,0.20,0.70,0.60,,0.50,,0.30,,0.5,1.4,,0.80,,,0.00,,,,0.80,,0.30,0.40,
17-07-2011,13,,,,,,0.40,,,0.30,0.80,,,,0.00,,,0.90,,0.00,0.50,0.90,,0.60,,0.20,,0.4,1.5,,0.80,,,0.10,,,,1.00,,0.40,0.30,
17-07-2011,14,0.20,,,,,0.50,,,0.40,0.80,,,,0.30,,,0.90,,0.00,1.00,0.90,,0.50,,0.20,,0.5,1.3,,0.80,,,0.00,,,,1.10,,0.30,0.30,
17-07-2011,15,0.30,,,,,0.50,,,0.40,0.80,,,,0.20,,,0.90,,0.20,0.50,0.90,,0.40,,0.30,,0.5,1.0,,0.50,,,0.10,,,,0.80,,0.40,0.40,
17-07-2011,16,0.30,,,,,0.50,,,0.30,0.50,,,,0.30,,,0.90,,0.20,0.40,0.90,,0.40,,0.30,,0.5,1.0,,0.50,,,0.10,,,,0.70,,0.40,0.50,
17-07-2011,17,0.30,,,,,0.70,,,0.30,0.50,,,,0.50,,,0.80,,0.20,0.60,1.00,,0.50,,0.20,,0.7,1.0,,0.40,,,0.30,,,,0.70,,0.30,0.40,
17-07-2011,18,0.30,,,,,0.60,,,0.20,0.40,,,,0.20,,,0.90,,0.20,0.40,1.10,,0.70,,0.40,,0.6,1.5,,0.50,,,0.00,,,,0.70,,0.30,0.50,
17-07-2011,19,0.30,,,,,0.40,,,0.20,0.40,,,,0.00,,,1.00,,0.60,0.10,0.70,,0.50,,0.40,,0.4,1.2,,0.70,,,0.10,,,,0.70,,0.30,0.50,
17-07-2011,20,0.40,,,,,0.40,,,0.20,,,,,0.00,,,0.80,,0.60,0.10,0.50,,0.40,,0.40,,0.4,0.7,,0.70,,,0.10,,,,0.40,,0.40,0.50,
17-07-2011,21,0.30,,,,,0.40,,,0.20,,,,,0.00,,,0.80,,0.80,0.10,0.60,,0.40,,0.50,,0.5,0.7,,0.60,,,0.10,,,,0.70,,0.50,0.50,
17-07-2011,22,0.30,,,,,0.70,,,0.30,0.80,,,,0.00,,,1.10,,0.50,0.10,0.90,,0.40,,0.50,,0.7,0.9,,0.60,,,0.20,,,,0.80,,0.50,0.70,
17-07-2011,23,0.20,,,,,0.60,,,0.50,0.50,,,,0.00,,,1.10,,0.40,0.10,1.00,,0.50,,0.40,,0.6,1.5,,0.70,,,0.10,,,,1.20,,0.40,0.40,
