Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2020,1,,,,,,,0.90,0.80,1.00,,0.60,,,1.10,,0.70,,,,,0.20,0.90,,1.00,1.20,1.00,1.10,0.20,0.60,0.80,,1.00,0.50,0.30,,,,2.00,,,0.90,1.20,,,0.90,,1.50,,
01-01-2020,2,,,,,,,0.90,0.90,0.90,,0.30,,,0.90,,0.90,,,,,0.20,1.00,,1.30,,1.00,1.00,0.10,0.60,0.80,,0.40,0.80,0.30,,,,2.00,,,0.60,1.40,,,0.90,,1.50,,
01-01-2020,3,,,,,,,1.00,1.40,0.80,,0.40,,,0.60,,1.00,,,,,0.20,1.30,,1.80,1.40,1.00,1.20,0.10,0.50,0.90,,0.40,0.60,0.30,,,,1.50,,,0.80,1.60,,,0.90,,2.20,,
01-01-2020,4,,,,,,,0.70,1.50,0.90,,0.40,,,1.10,,1.20,,,,,0.10,1.40,,1.30,1.30,1.50,0.90,0.10,0.50,0.90,,0.10,0.30,0.30,,,,1.10,,,0.90,2.50,,,0.50,,2.00,,
01-01-2020,5,,,,,,,1.40,1.30,0.80,,0.30,,,0.40,,1.10,,,,,0.20,0.80,,1.60,1.00,1.30,0.80,0.10,0.50,1.10,,0.00,0.50,0.20,,,,0.80,,,0.70,2.70,,,0.50,,2.20,,
01-01-2020,6,,,,,,,1.10,1.40,0.70,,0.30,,,0.20,,0.90,,,,,0.20,0.90,,2.40,0.80,1.40,0.70,0.10,1.20,0.90,,0.10,0.80,0.10,,,,0.50,,,0.60,2.20,,,0.50,,2.60,,
01-01-2020,7,,,,,,,1.20,1.50,0.60,,0.30,,,0.10,,0.80,,,,,0.10,1.40,,2.30,0.50,1.70,0.70,0.10,0.60,0.50,,0.40,1.90,0.10,,,,0.50,,,0.70,1.60,,,0.50,,2.30,,
01-01-2020,8,,,,,,,1.20,1.50,0.50,,0.20,,,0.30,,0.80,,,,,0.10,1.70,,2.70,0.70,2.10,0.80,0.10,0.30,0.40,,0.20,1.00,0.10,,,,0.40,,,0.80,2.40,,,0.80,,1.90,,
01-01-2020,9,,,,,,,1.00,1.40,0.60,,0.10,,,0.20,,0.70,,,,,0.10,1.40,,1.60,0.60,1.30,0.60,0.10,0.30,0.40,,0.10,0.50,0.20,,,,0.60,,,0.90,2.90,,,0.60,,1.70,,
01-01-2020,10,,,,,,,0.50,0.60,0.70,,0.00,,,0.20,,0.60,,,,,0.10,0.60,,0.30,0.20,0.30,0.60,0.10,0.10,0.40,,0.10,0.20,0.20,,,,0.30,,,0.40,1.00,,,0.10,,1.40,,
01-01-2020,11,,,,,,,0.10,0.20,0.40,,0.00,,,0.20,,0.20,,,,,0.10,0.00,,0.10,0.20,0.20,0.10,0.10,0.10,0.30,,0.00,0.10,0.20,,,,0.10,,,0.10,0.20,,,0.00,,0.20,,
01-01-2020,12,,,,,,,0.00,0.00,0.20,,0.00,,,0.20,,0.10,,,,,0.20,0.00,,0.10,0.00,0.00,0.00,0.10,0.00,0.20,,0.00,0.10,0.10,,,,0.00,,,0.10,0.20,,,0.00,,0.00,,
01-01-2020,13,,,,,,,0.00,0.10,0.20,,0.00,,,0.10,,0.00,,,,,0.10,0.00,,0.10,0.00,0.10,0.00,0.10,0.00,0.10,,0.00,0.10,0.10,,,,0.10,,,0.10,0.10,,,0.00,,0.00,,
01-01-2020,14,,,,,,,0.00,0.10,0.10,,0.20,,,0.10,,0.00,,,,,0.10,0.10,,0.10,0.00,0.10,0.10,0.10,0.00,0.10,,0.00,0.10,0.00,,,,0.10,,,0.10,0.10,,,0.00,,0.00,,
01-01-2020,15,,,,,,,0.10,0.20,0.10,,0.00,,,0.10,,0.00,,,,,0.20,0.10,,0.10,0.10,0.10,0.10,0.10,0.00,0.10,,0.00,0.20,0.10,,,,0.10,,,0.00,0.10,,,0.10,,0.10,,
01-01-2020,16,,,,,,,0.10,0.20,0.10,,0.00,,,0.10,,0.10,,,,,0.20,,,0.10,0.10,0.10,0.10,0.10,0.00,0.00,,0.00,0.20,0.10,,,,0.00,,,0.00,0.10,,,0.10,,0.10,,
01-01-2020,17,,,,,,,0.10,0.20,0.10,,0.10,,,0.10,,0.10,,,,,0.20,,,0.10,0.00,0.10,0.10,0.10,0.10,0.10,,0.10,0.20,0.10,,,,0.10,,,0.10,0.10,,,0.10,,0.10,,
01-01-2020,18,,,,,,,0.10,0.20,0.00,,0.10,,,0.10,,0.10,,,,,0.20,,,0.10,0.10,0.10,0.00,0.10,0.10,0.10,,0.00,0.10,0.10,,,,0.10,,,0.10,0.10,,,0.10,,0.10,,
01-01-2020,19,,,,,,,0.10,0.20,0.10,,0.10,,,0.20,,0.10,,,,,0.20,,,0.20,0.20,0.20,0.00,0.10,0.20,0.10,,0.10,0.20,0.00,,,,0.10,,,0.10,0.20,,,0.10,,0.10,,
01-01-2020,20,,,,,,,0.10,0.20,0.10,,0.20,,,0.10,,0.10,,,,,0.20,,,0.20,0.10,0.20,0.10,0.10,0.20,0.10,,0.10,0.40,0.00,,,,0.10,,,0.10,0.20,,,0.10,,0.10,,
01-01-2020,21,,,,,,,0.10,0.20,0.10,,0.10,,,0.10,,0.10,,,,,0.20,,,0.20,0.10,0.20,0.10,0.10,0.20,0.10,,0.10,0.30,0.00,,,,0.10,,,0.10,0.20,,,0.20,,0.20,,
01-01-2020,22,,,,,,,0.10,0.20,0.10,,0.10,,,0.10,,0.10,,,,,0.20,,,0.20,0.10,0.30,0.10,0.10,0.10,0.10,,0.10,0.30,0.00,,,,0.10,,,0.10,0.20,,,0.20,,0.20,,
01-01-2020,23,,,,,,,0.10,0.10,0.20,,,,,0.10,,0.10,,,,,0.20,,,0.30,0.20,0.20,0.20,0.10,0.10,0.30,,0.00,0.40,0.00,,,,0.20,,,0.20,0.20,,,0.20,,0.20,,
01-01-2020,24,,,,,,,0.10,0.10,0.30,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,0.20,,
02-01-2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
