Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-08-2020,1,,0.40,,,0.30,,0.40,0.50,0.50,,0.40,,,,,0.40,0.50,,0.50,,0.10,0.50,,0.50,,0.50,0.60,,0.30,,,0.30,0.60,0.10,,,,0.20,,,0.30,,,0.40,0.50,,0.50,,
01-08-2020,2,,0.20,,,0.20,,0.40,0.40,0.40,,0.10,,,,,0.50,0.40,,0.40,,0.10,0.50,,0.60,,0.50,0.60,,0.50,,,0.40,0.40,0.20,,,,0.20,,,0.50,,,0.30,0.40,,0.50,,
01-08-2020,3,,0.20,,,0.20,,0.40,0.50,0.40,,0.10,,,,,0.40,0.50,,0.40,,0.10,0.50,,0.40,,0.40,0.60,,0.50,,,0.40,0.30,0.20,,,,0.30,,,0.30,,,0.30,0.30,,0.40,,
01-08-2020,4,,0.30,,,0.20,,0.40,0.50,0.40,,0.20,,,,,0.40,0.40,,0.40,,0.10,0.50,,0.40,,0.40,0.50,,0.50,,,0.40,0.40,0.10,,,,0.20,,,0.40,,,0.30,0.30,,0.40,,
01-08-2020,5,,0.30,,,0.10,,0.40,0.40,0.40,,0.20,,,,,0.40,0.20,,0.50,,0.10,0.60,,0.60,,0.50,0.70,,0.60,,,0.50,0.30,0.20,,,,0.30,,,0.40,,,0.30,0.30,,0.50,,
01-08-2020,6,,0.40,,,0.40,,,0.60,0.40,,,,,,,,0.30,,0.60,,,,,0.80,,0.60,1.00,,0.70,,,,0.40,,,,,0.30,,,0.40,,,0.50,0.40,,0.70,,
01-08-2020,7,,0.30,,,0.30,,0.40,0.70,0.40,,0.80,,,,,0.70,0.30,,0.50,,0.10,1.10,,1.10,,0.90,0.70,,1.00,0.40,,,1.00,0.40,,,,0.60,,,0.70,,,0.70,0.80,,0.70,,
01-08-2020,8,,0.50,,,0.50,,0.50,0.80,0.60,,1.00,,,,,1.00,0.30,,0.60,,0.10,0.80,,0.60,,0.90,0.60,,0.90,0.50,,0.60,0.90,0.40,,,,0.90,,,0.90,,,0.70,1.00,,0.80,,
01-08-2020,9,,0.50,,,0.50,,0.30,0.60,0.50,,0.60,,,,,0.50,0.40,,0.50,,0.20,0.60,,0.40,,0.70,0.40,,0.80,0.40,,1.10,0.80,0.20,,,,0.70,,,0.70,,,0.60,0.60,,0.50,,
01-08-2020,10,,0.40,,,0.40,,0.10,0.60,0.30,,0.30,,,,,0.40,0.60,,0.50,,0.20,0.50,,0.40,,0.60,0.60,,0.70,0.20,,0.90,0.70,0.20,,,,0.50,,,0.50,,,0.40,0.70,,0.50,,
01-08-2020,11,,0.30,,,0.20,,0.20,0.40,0.30,,0.30,,,,,0.50,0.50,,0.40,,0.20,0.50,,0.50,,0.40,0.60,,0.70,0.20,,0.90,0.60,0.20,,,,0.50,,,0.50,,,0.50,0.60,,0.30,,
01-08-2020,12,,0.30,,,0.30,,0.30,0.40,0.30,,0.20,,,,,0.40,0.30,,0.40,,0.20,0.50,,0.30,,0.50,0.50,,0.40,0.20,,0.60,0.30,0.30,,,,0.50,,,0.40,,,0.60,0.40,,0.20,,
01-08-2020,13,,0.10,,,0.20,,0.30,0.50,0.30,,0.20,,,,,0.20,0.10,,0.50,,0.10,0.40,,0.20,,0.40,0.60,,0.10,0.10,,0.30,0.20,0.20,,,,0.40,,,0.50,,,0.50,0.10,,0.20,,
01-08-2020,14,,0.20,,,0.10,,0.20,0.50,0.10,,0.10,,,,,0.20,0.10,,,,0.10,0.40,,0.20,,0.40,0.60,,0.10,0.10,,0.20,0.10,0.20,,,,0.40,,,0.30,,,0.30,0.20,,0.20,,
01-08-2020,15,,0.40,,,0.10,,0.30,0.40,0.30,,0.10,,,,,0.50,0.20,,0.30,,0.10,0.30,,0.30,,0.50,0.40,,0.40,0.30,,0.40,0.20,0.30,,,,0.50,,,0.30,,,0.30,0.30,,0.20,,
01-08-2020,16,,0.40,,,0.20,,0.30,0.40,0.30,,0.10,,,,,0.30,0.30,,0.40,,0.10,0.30,,0.30,,0.60,0.40,,0.40,0.20,,0.50,0.30,0.30,,,,0.40,,,0.30,,,0.30,0.30,,0.20,,
01-08-2020,17,,0.40,,,0.20,,0.20,0.30,0.30,,0.20,,,,,0.40,0.10,,0.30,,0.10,0.40,,0.30,,0.40,0.60,,0.20,0.20,,0.40,0.20,0.30,,,,0.40,,,0.40,,,0.40,0.20,,0.20,,
01-08-2020,18,,0.40,,,0.20,,0.10,0.30,0.30,,0.30,,,,,0.40,0.20,,0.10,,0.20,0.40,,0.60,,0.20,0.30,,0.30,0.20,,0.70,0.30,0.20,,,,0.50,,,0.20,,,0.30,0.20,,0.30,,
01-08-2020,19,,0.30,,,0.20,,0.00,0.30,0.20,,0.30,,,,,0.30,0.20,,0.20,,0.20,0.40,,0.50,,0.20,0.30,,0.30,0.10,,0.80,0.30,0.20,,,,0.40,,,0.30,,,0.30,0.20,,0.40,,
